id,category,file_path,original_text,processed_text,sentiment,publish_time,likes,comments,shares
636,comp.graphics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.graphics\38374,"I used the information provided in the recent resource listings and tried to ftp to: ccu1.aukland.ac.nz [130.216.1.5]: ftp/mac/architec - *VISION-3D facet and received an 'unknown host' message. mail to Paul D. Bourke (pdbourke@ccu1.aukland.ac.nz) bounces with basically the same problem. Where'd he go???? Rick -- Rick Pavek | Never ask a droid to outdo its program. kuryakin@bcstec.ca.boeing.com | Seattle, WA | It wastes your time | and annoys the droid.",used information provided recent resource listings tried ftp ccu aukland ac nz ftp mac architec vision facet received unknown host message mail paul bourke pdbourke ccu aukland ac nz bounces basically same problem where go rick rick pavek never ask droid outdo program kuryakin bcstec ca boeing com seattle wa wastes time annoys droid,负面,2025-03-06 16:53:00,164,113,79
652,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.mac.hardware\51741,"A few posts back, somebody mentioned that the Duo might crash if it has the wrong kind (non-self refreshing) of RAM in it. My Duo crashes sometimes after sleep, and I am wondering if there is any software which will tell me whether or not I have the right kind of RAM installed. I had thought that the problem was the battery connection. Thanks in Advance, Archon Fung",few posts back somebody mentioned duo crash if wrong kind non self refreshing ram duo crashes sometimes after sleep am wondering if there software which tell me whether not right kind ram installed thought problem battery connection thanks advance archon fung,负面,2025-03-17 22:38:00,7,299,39
86,talk.politics.mideast,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.politics.mideast\77808,"In article <1th4mg$53f@usenet.INS.CWRU.Edu> aa824@cleveland.Freenet.Edu (Mark Ira Kaufman) writes: Armenians have been doing just that for a long, long time. Source: ""Hagop Hagopian said to have been part of 1972 Terror Attack at Munich Olympic Games,"" The Armenian Reporter, February 7, 1985, p. 1. ""Le Matin, the influential Paris daily, based on unidentified sources, claimed last week that Hagop Hagopian, the founder and leader of one faction of the Armenian Secret Army for the Liberation of Ar",article th mg usenet ins cwru edu aa cleveland freenet edu mark ira kaufman writes armenians just long long time source hagop hagopian said part terror attack munich olympic games armenian reporter february le matin influential paris daily based unidentified sources claimed last week hagop hagopian founder leader one faction armenian secret army liberation armenia asala among arab terrorists who staged attack living quarters israeli athletes olympic games ... le matin added up hagopian operated out beirut lebanon escaped from country when israeli forces entered city about time statement issued asala claimed mr hagopian dead wounds suffered during bombing israeli air force although generally believed mysterious leader alive well presently residing alternately damascus syria athens greece paper also noted socialist government prime minister andreas papandreou party accepted armenian underground leader open arms still providing him assistance simply because greece traditional enmity turkey le matin further adds asala derives only small portion expenditures from wealthy armenians who support cause rest,负面,2025-03-11 13:02:00,100,63,21
694,soc.religion.christian,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\soc.religion.christian\21689,"Everywhere we see and hear about christianity (due to its evangalistic nature). Witnessing, spreading the gospel, etc. But what I want to know is... ""Why should I (or anyone else) become a Christian?"" (In twenty five words or less). Zeros and Ones will take us there.... peace. plastic. 1993. [We've had enough discussions about evidence recently that it would probably be best to respond via email. --clh]",everywhere see hear about christianity due evangalistic nature witnessing spreading gospel etc what want know ... why anyone else become christian twenty five words less zeros ones take there .... peace plastic ve enough discussions about evidence recently probably best respond via email clh,中性,2025-03-07 12:22:00,325,87,54
159,sci.space,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.space\61450,"If this man Clark is a NASA administrator then god save NASA. Of course the Shuttles record is unrivaled ! There is only one Shuttle. Furthermore, there is only likely to be one Shuttle now that Hermes and Boron are effectively cancelled. These officials should spend more of their time explaining to their European and Asian partners how we are expected to believe in them when their paymasters change their minds on major international projects everytime a new US administration takes office (consi",if man clark nasa administrator then god save nasa course shuttles record unrivaled there only one shuttle furthermore there only likely one shuttle now hermes boron effectively cancelled officials spend more time explaining european asian partners how expected believe when paymasters change minds major international projects everytime new administration takes office considering major impacts european asian japanese industry also appreciated how affects american industry am course talking about space stattion freedom dennis newport email devdjn space alcbel alcatel bell telephone berkenrodelei phone hoboken belgium,中性,2025-03-08 03:32:00,221,148,6
617,rec.autos,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.autos\103109,"In article <C5L8rE.28@constellation.ecn.uoknor.edu> callison@uokmax.ecn.uoknor.edu (James P. Callison) writes: I have to disagree with this. I have a 92 Z28 with a 350 and a 4-speed auto w/ overdrive, and it is really better that way. Chevy autos are reknowned for their long life and ability to handle copious amount of power. I live in the Dallas area, and a manual would be much harder to drive in the traffic here. Now if I still lived out in the sticks like I used to, a manual would be more fun",article re constellation ecn uoknor edu callison uokmax ecn uoknor edu james callison writes disagree speed auto overdrive really better way chevy autos reknowned long life ability handle copious amount power live dallas area manual much harder drive traffic here now if still lived out sticks like used manual more fun safety wise auto less distracting ... hate shifting gears while trying ease into traffic freeways here performance wise can hold own against stock mustang camaro five speed all imho ... robert loper infinity notion best contemplated robertll flopn dseg ti com warm bed texas instruments inc opinions own not ti,中性,2025-03-04 22:26:00,439,195,9
210,sci.space,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.space\61331,"In article <1993Apr28.185206.3501@news.arc.nasa.gov> moses@pan.arc.nasa.gov (julie moses) writes: Indeed, the sky doesn't look much like a black body if you look carefully enough; in particular, its temperature at radio frequencies is quite a bit higher than you would see from a black body. Morgan&Gordon's fat ""Communications Satellite Handbook"" has a graph of sky temperature vs. wavelength, in fact, for communications design. However, in terms of energy content, the RF frequencies are negligibl",article apr news arc nasa gov moses pan arc nasa gov julie moses writes indeed sky doesn look much like black body if look carefully enough particular temperature radio frequencies quite bit higher than see from black body morgan gordon fat communications satellite handbook graph sky temperature vs wavelength fact communications design however terms energy content rf frequencies negligible thermal purposes very large distances from sun sky looks like black body allen astrophysical quantities haven found number non large distances since solar radiation tends something can just ignore says about brief discussion why solar radiation dominates problem svr resembles high speed collision henry spencer toronto zoology between svr sunos dick dunn henry zoo toronto edu utzoo henry,中性,2025-03-24 13:49:00,401,97,8
733,rec.motorcycles,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.motorcycles\104795,"lotto@husc4.harvard.edu (Jerry Lotto) writes: I would agree entirely with these three paragraphs. But did the Hurt study make any distinction between an *ability* to swerve and a *failure* to swerve? In most of the accidents and near accidents that I've seen, riders will almost always stand on the brakes as hard as they dare, simply because the instinct to brake in the face of danger is so strong that it over-rides everything else. Hard braking and swerving tend to be mutually exclusive manouvre",lotto husc harvard edu jerry lotto writes agree entirely three paragraphs hurt study make distinction between ability swerve failure swerve most accidents near accidents ve seen riders almost always stand brakes as hard as dare simply because instinct brake face danger strong over rides everything else hard braking swerving tend mutually exclusive manouvres hurt draw conclusions which one generally preferable,负面,2025-03-03 11:44:00,121,108,62
668,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.electronics\53569,"Since electrical wiring questions do turn up from time to time on sci.electronics (and the answers aren't always apparent, even to those skilled in electronics), I am hijacking the following FAQ and posting a copy here. I've asked the writers to cross-post to sci.electronics in the future. --- jeh@cmkrnl.com X-NEWS: cmkrnl news.answers: 6685 Newsgroups: misc.consumers.house,rec.woodworking,news.answers,misc.answers,rec.answers Subject: Electrical Wiring FAQ Message-ID: <wirefaq_733900891@ecicrl>",since electrical wiring questions turn up from time time sci electronics answers aren always apparent even skilled electronics am hijacking following faq posting copy here ve asked writers cross post sci electronics future jeh cmkrnl com news cmkrnl news answers newsgroups misc consumers house rec woodworking news answers misc answers rec answers subject electrical wiring faq message id wirefaq ecicrl from clewis ferret ocunix ca chris lewis date apr gmt reply wirefaq ferret ocunix ca wiring faq commentary reception followup poster expires gmt organization elegant communications inc ottawa canada summary series questions answers about house wiring supersedes wirefaq ecicrl lines archive name electrical wiring last modified sun feb est frequently asked questions electrical wiring steven bellovin smb ulysses att com chris lewis clewis ferret ocunix ca comments automatic if reply article wirefaq ferret ocunix ca faq formatted as digest most news readers can skip from one question next pressing answers many other topics related houses can obtained from misc consumers house archive send empty piece mail house archive dg rtp dg com information changes previous issue marked left column,中性,2025-03-04 09:46:00,88,39,54
474,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\sci.electronics\54194,"In article <34T302tW40N601@JUTS.ccc.amdahl.com> dws30@p1hdb01cd.amdahl.com (David Sharpe) writes: Wrong, wrong, completely wrong (and a little misleading, too). White noise is random noise whose energy density is constant for a constant bandwidth. That is, a 5 Hz wide band at 20 Hz will have precisely the same amount of energy as a 5 Hz band at 20 kHz. Pink noise is random noise whose energy density is constant for a constant precentage bandwidth. Thus, a 5% wide band of noise at 20 Hz (whose ba",article tw juts ccc amdahl com dws hdb cd amdahl com david sharpe writes wrong wrong completely wrong little misleading too white noise random noise whose energy density constant constant bandwidth hz wide band hz precisely same amount energy as hz band khz pink noise random noise whose energy density constant constant precentage bandwidth thus wide band noise hz whose bandwidth hz contain same energy as wide band khz whose bandwidth hz wide white noise often used spectrum analyzers constant bandwidths pink noise used audio type real time analyzers whose bandwidths centert frequency dependent often described as octave octave such terminology white noise relative pink noise more energy high frequencies rate equal db per octave pink noise relative white noise more energy low frequencies rate equl again db octave dick pierce loudspeaker software consulting sartelle street pepperell ma voice fax,负面,2025-03-29 18:00:00,150,142,70
317,rec.motorcycles,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.motorcycles\104630,"Sixteen days I had put off test driving the Honda ST1100. Finally, the 17th was a Saturday without much rain. In fact it cleared up, became warm and sunny, and the wind died. About three weeks ago, I took a long cool ride on the Hawk down to Cycles! 128 for a test ride. They had sold, and delivered, the demo ST1100 about fifteen hours before I arrived. And the demo VFR was bike-locked in the showroom -- surrounded by 150 other bikes, and not likely to move soon. Today was different. There were e",sixteen days put off test driving honda st finally th saturday without much rain fact cleared up became warm sunny wind died about three weeks ago took long cool ride hawk down cycles test ride sold delivered demo st about fifteen hours before arrived demo vfr bike locked showroom surrounded other bikes not likely move soon today different there even more bikes used dirt bikes used street bikes cars big tent full outlandishly fat touring bikes trailers all squeezed parking lot sort fat bike convention shelly dave running one msf course each same time one classroom one back lot plus there usuall free cookout food cycles gives away every weekend summer hmmm seemed like big moto party after about ten minutes looking rob cheif sales slime another minutes reading signing long disclosure libility pray god form helped jt push st out into mess parking lot went over controls put tank bag from hawk into right saddlebag wife put everything else into left saddlebag thats nice .... helped push st out lot thought best jt move edge road away from bikes people rode li,正面,2025-03-10 18:22:00,97,197,19
411,misc.forsale,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\misc.forsale\76439,"Hello, this package is the right thing for you if you are planning a short vacation in central Florida. For $169, you get: --Four nights in first class hotels for two adults and up to three children. Two nights each in Orlendo and Daytona Beach. You will pay additional state tax of $3/day (required by law). --A great coupon book for major tourist atractions, restaurants, etc. --Fully transferable. It expires at 9/16/93. Can be extended for a whole year for only $20 more. --you need to make reser",hello package right thing if planning short vacation central florida get four nights first class hotels two adults up three children two nights each orlendo daytona beach pay additional state tax day required law great coupon book major tourist atractions restaurants etc fully transferable expires can extended whole year only more need make reservation days advance otherwise availability hotel not ganranteed price negotiable reason am selling because missed deadline using last chrismas if interested email ll midway uchicago edu,中性,2025-03-06 09:07:00,454,85,10
728,rec.sport.baseball,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\rec.sport.baseball\104924,"Does anyone know if the Dick Estelle who does the Radio Reader on NPR is one in the same with the lefty who pitched briefly for the Jints in '64 & '65? Just curious. --->Paul, spending too much time reading the baseball encyclopedia -------------------------------------------------------------------------------- We will stretch no farm animal beyond its natural length paula@koufax.cv.hp.com Paul Andresen Hewlett-Packard (503)-750-3511 home: 3006 NW McKinley Corvallis, OR 97330 (503)-752-8424 A S",anyone know if dick estelle who radio reader npr one same lefty who pitched briefly jints just curious paul spending too much time reading baseball encyclopedia stretch farm animal beyond natural length paula koufax cv hp com paul andresen hewlett packard home nw mckinley corvallis sabr member since,正面,2025-03-12 10:59:00,115,58,12
652,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.mac.hardware\51741,"A few posts back, somebody mentioned that the Duo might crash if it has the wrong kind (non-self refreshing) of RAM in it. My Duo crashes sometimes after sleep, and I am wondering if there is any software which will tell me whether or not I have the right kind of RAM installed. I had thought that the problem was the battery connection. Thanks in Advance, Archon Fung",few posts back somebody mentioned duo crash if wrong kind non self refreshing ram duo crashes sometimes after sleep am wondering if there software which tell me whether not right kind ram installed thought problem battery connection thanks advance archon fung,负面,2025-03-25 17:44:00,7,299,39
164,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.electronics\53856,"In article <sehari.735331566@marge.ecss.iastate.edu> sehari@iastate.edu (Babak Sehari) writes: One of the easiest, and really very used ways of copyprotection, is to mark a specific sector on the installation disk bad. This is very easy to get around, though, if you have any knowledge of hw-hacking, but most 'normal' users (yes those lowly key-punchers) don't. Whatever you do, please do _not_ use a hardware key. These were very popular a few years ago, and they STINK!! MAIL-mail: gunnarh@sofus.d",article sehari marge ecss iastate edu sehari iastate edu babak sehari writes one easiest really very used ways copyprotection mark specific sector installation disk bad very easy get around though if knowledge hw hacking most normal users lowly key punchers don whatever please not use hardware key very popular few years ago stink mail mail gunnarh sofus dhhalden snail mail gunnar horrigmo gunnarh fenris dhhalden oskleiva norway disclaimer above posting seem like insignificant rubbish first glance if read between lines surprised discover annals burt bacharach world peace oxford advanced readers dictionary quantum physics made easy easy use step step walkthrough how make time travelling device actually works,负面,2025-03-10 22:11:00,212,123,47
204,comp.sys.mac.hardware,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.sys.mac.hardware\50462,"In article <hansg.733929100@risken> hansg@risken.vd.volvo.se (Hans Granqvist) writes: The screws are Torx screws and the tool isn't to hard to find. It's a matter of finding one with a long enough shaft to do the trick. No it is not a good idea to take that fan out. Why because it will cause stuff to over heat. Internal hard drives, motherboard...You name it and this can cause damage. I've known people to have hard drive failures because of fans that didn't work right.... -- | Dale Leonard | Jud",article hansg risken hansg risken vd volvo se hans granqvist writes screws torx screws tool isn hard find matter finding one long enough shaft trick not good idea take fan out why because cause stuff over heat internal hard drives motherboard ... name can cause damage ve known people hard drive failures because fans didn work right .... dale leonard judy stamps misc topical stamps from dogs .. dleonard wixer cactus org cats baseball many many other subjects austin tx stamp information call tony leonard ...... number business only number,负面,2025-03-16 14:09:00,39,174,4
263,talk.religion.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-test\talk.religion.misc\84306,"In article <1r4e63INN2kb@owl.csrv.uidaho.edu>, lanphi872@moscow.uidaho.edu (Rob Lanphier) writes: |> |> These are two conflicting statements. To say one is a clarification of the |> other is a breach of logic. I don't mind people shifting their position on |> an issue. It irritates me when it is said under the premise that no change |> was made. What about Deuteronomy 22:20-25? Is it wrong now? Did Jesus |> change that? |> |> : If anything, He clarified the Law such as in that quote you made. In",article inn kb owl csrv uidaho edu lanphi moscow uidaho edu rob lanphier writes two conflicting statements say one clarification other breach logic don mind people shifting position issue irritates me when said under premise change made what about deuteronomy wrong now jesus change if anything clarified law such as quote made following verses jesus takes several portions law expounds upon law giving clearer meaning what god intended sure however doesn address notion stoning non virgin brides because needs clarification going deny deuteronomy not patently clear intent see what getting least think correct me if am mistaken think asking me if still believe uphold all laws pertaining capital punishment such things as adultery rape other heinous crimes as recall jesus confronted same question regards adultress who caught act brought before jesus reply let who without sin cast first stone jesus not deny sentence due violation law what think think agree me there,负面,2025-03-29 08:08:00,131,52,70
243,comp.os.ms-windows.misc,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\comp.os.ms-windows.misc\10082,In article <1rgtba$gtn@access.digex.net> farley@access.digex.com (Charles U. Farley) writes: I believe you have the correct files. I think what you'll have to do is go back into Setup and choose change video adapter or whatever it is called. Then the trick is choose the same adaptor you currently have. What Setup does is it actually changes the file WIN.COM whenever you go into it and change the video hardware selection. It incorporates the contents of VGALOGO.RLE into WIN.COM when you do this. ,article rgtba gtn access digex net farley access digex com charles farley writes believe correct files think what ll go back into setup choose change video adapter whatever called then trick choose same adaptor currently what setup actually changes file win com whenever go into change video hardware selection incorporates contents vgalogo rle into win com when trick can also used change startup logo into whatever want sig alert dbstrutt acs ucalgary ca end sig alert,负面,2025-03-05 14:41:00,108,131,17
153,sci.electronics,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\sci.electronics\52738,"In article <pat.734048757@fegmania.wustl.edu> pat@fegmania (Patrick Niemeyer) writes: The newest JDR Microdevices catalog has at least one variant of the HC11. -- Rainer M. Malzbender Fyzzicks, CU Boulder (303)492-1366",article pat fegmania wustl edu pat fegmania patrick niemeyer writes newest jdr microdevices catalog least one variant hc rainer malzbender fyzzicks cu boulder,中性,2025-03-25 19:04:00,147,175,29
574,misc.forsale,D:\网络舆情\qimo\20news-bydate\20news-bydate-train\misc.forsale\76108,386DX 25Mhz (DTK motherboard Intel microprocessor) 128k internal cache 4 megs Ram 89 meg Harddrive (IDE controller) 1.2 meg floppy drive 1.44 meg floppy drive 2 serial ports 1 parallel port Samsung VGA monitor VGA graphics card 101 key keyboard 2400 baud internal modem MS-DOS 6.0 Procomm Plus ver. 2.0 Norton Utilities ver. 4.5 other varius utilities I'm upgrading and need to sell. The system is reliable and ready to go. I've never had any problems with it. I'm asking $1050 o.b.o. If you're inter,dx mhz dtk motherboard intel microprocessor internal cache megs ram meg harddrive ide controller meg floppy drive meg floppy drive serial ports parallel port samsung vga monitor vga graphics card key keyboard baud internal modem ms dos procomm plus ver norton utilities ver other varius utilities upgrading need sell system reliable ready go ve never problems asking if re interested please respond either mail phone tae zeus tamu edu thanks andrew,负面,2025-03-01 02:53:00,13,180,63
